run_id,tag,variant,page,model,rep,status,prompt_shadowed,calls,input_tokens,output_tokens,cost_usd,wall_seconds,output_chars,v1_leaks,v1_redactions,v1_drupal,v1_retention,g0_delivered,g1_format,g2_scope,html_density,fenced,recall,precision,subject,fidelity,fabrication,structure,gold_sents,gold_found,out_sents,out_in_gold,out_chrome,out_fabricated,gold_targets,glyphs,glyph_correct,glyph_protected,glyph_other,glyph_chrome,glyph_ambiguous,leaks,leaks_chrome,drupal_kept,heads_gold,heads_found,v2_class
bench_3_markdown_llm__medium__r2__1788122346,determinism-probe,bench_3_markdown_llm,medium,claude-sonnet-5,2,completed,0,1,4924,5162,0.061468,41.81,12644,0,33,41,100.1,1,1,1,1.42,0,1.0,1.0,1.0,1.0,0.0,1.0,68,68,93,68,25,0,28,33,30,0,0,1,0,0,0,39,10,10,correct
bench_3_markdown_llm__large__r1__1788122467,collision-probe,bench_3_markdown_llm,large,claude-sonnet-5,1,completed,0,1,46970,47435,0.56829,341.74,64022,1,3,411,96.6,1,1,1,0.41,0,1.0,1.0,1.0,1.0,0.0,1.0,172,172,564,173,391,0,0,3,0,0,0,2,1,0,1,335,19,19,correct
bench_5_react_agent__small__r1__1788128672,verify-sonnet-5,bench_5_react_agent,small,claude-sonnet-5,1,completed,0,2,22581,1659,0.061752,19.68,3718,0,0,30,50.6,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,0.875,38,38,41,41,0,0,0,0,0,0,0,0,0,0,0,26,8,7,correct
bench_5_react_agent__medium__r1__1788128692,verify-sonnet-5,bench_5_react_agent,medium,claude-sonnet-5,1,completed,0,2,91602,7225,0.255454,63.53,11481,0,29,37,93.5,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,68,68,90,68,22,0,28,29,29,0,0,0,0,0,0,37,10,10,correct
bench_5_react_agent__large__r1__1788128755,verify-sonnet-5,bench_5_react_agent,large,claude-sonnet-5,1,completed,0,3,691167,31667,1.699004,269.06,36542,0,4,328,73.1,1,1,1,0.0,0,1.0,1.0,1.0,0.977,0.006,1.0,172,168,490,168,319,3,0,4,0,0,0,3,1,0,0,328,19,19,correct
bench_5_react_agent__small__r1__1788167797,prompt-fix-probe,bench_5_react_agent,small,claude-sonnet-5,1,completed,0,3,59978,19729,0.317246,157.29,6409,0,0,80,92.9,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.016,1.0,38,38,64,38,25,1,0,0,0,0,0,0,0,0,0,44,8,8,correct
bench_7_react_optimized__small__r1__1788169139,b7-smoke,bench_7_react_optimized,small,claude-sonnet-5,1,paused,1,1,700,86,0.00226,3.59,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,loud
bench_7_react_optimized__small__r1__1788169186,b7-smoke2,bench_7_react_optimized,small,claude-sonnet-5,1,completed,1,2,9061,931,0.027432,15.08,2446,0,0,21,36.9,1,1,0,0.0,0,1.0,1.0,1.0,0.105,0.733,0.375,38,4,30,2,6,22,0,0,0,0,0,0,0,0,0,21,8,3,silent
bench_7_react_optimized__small__r1__1788169274,b7-reps,bench_7_react_optimized,small,claude-sonnet-5,1,completed,1,2,9061,930,0.027422,13.69,2022,0,0,19,30.6,1,1,0,0.0,0,1.0,1.0,1.0,0.053,0.615,0.125,38,2,26,2,8,16,0,0,0,0,0,0,0,0,0,17,8,1,silent
bench_7_react_optimized__small__r2__1788169288,b7-reps,bench_7_react_optimized,small,claude-sonnet-5,2,completed,1,2,9061,828,0.026402,13.06,1986,0,0,17,30.0,1,1,0,0.0,0,1.0,1.0,1.0,0.053,0.64,0.375,38,2,25,2,7,16,0,0,0,0,0,0,0,0,0,16,8,3,silent
bench_7_react_optimized__small__r3__1788169301,b7-reps,bench_7_react_optimized,small,claude-sonnet-5,3,completed,1,2,9086,894,0.027112,11.87,1852,0,0,17,28.0,1,1,0,0.0,0,1.0,1.0,1.0,0.026,0.619,0.125,38,1,21,3,5,13,0,0,0,0,0,0,0,0,0,14,8,1,silent
bench_7_react_optimized__small__r1__1788169375,marker-test,bench_7_react_optimized,small,claude-sonnet-5,1,completed,1,2,9061,871,0.026832,12.59,1866,0,0,16,28.1,1,1,0,0.0,0,1.0,1.0,1.0,0.053,0.654,0.25,38,2,26,3,6,17,0,0,0,0,0,0,0,0,0,15,8,2,silent
bench_7_react_optimized__small__r1__1788169404,marker-test2,bench_7_react_optimized,small,claude-sonnet-5,1,completed,1,2,9073,860,0.026746,12.84,1818,0,0,12,27.6,1,1,0,0.0,0,1.0,1.0,1.0,0.0,0.714,0.25,38,0,14,0,4,10,0,0,0,0,0,0,0,0,0,12,8,2,silent
bench_5_react_agent__small__r1__1788169455,marker-b5,bench_5_react_agent,small,claude-sonnet-5,1,completed,0,3,48845,6396,0.16165,53.88,5555,0,0,55,69.6,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,38,38,48,38,10,0,0,0,0,0,0,0,0,0,0,35,8,8,correct
bench_5_react_agent__small__r1__1788169567,promptlog,bench_5_react_agent,small,claude-sonnet-5,1,completed,0,2,22577,1722,0.062374,19.95,3794,0,0,31,51.5,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,38,38,39,38,1,0,0,0,0,0,0,0,0,0,0,27,8,8,correct
bench_5_react_agent__small__r1__1788169780,banana2,bench_5_react_agent,small,claude-sonnet-5,1,completed,0,1,619,6,0.001298,3.52,6,0,0,0,0.1,0,0,0,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,loud
bench_5_react_agent__small__r1__1788169627,banana,bench_5_react_agent,small,claude-sonnet-5,1,completed,0,3,57555,15822,0.27333,224.4,8517,0,0,101,95.1,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.031,1.0,38,38,65,38,25,2,0,0,0,0,0,0,0,0,0,45,8,8,correct
bench_7_react_optimized__small__r1__1788169828,prompt-really-fixed,bench_7_react_optimized,small,claude-sonnet-5,1,completed,0,2,9399,6322,0.082018,52.37,8715,0,0,101,94.6,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,38,38,64,38,26,0,0,0,0,0,0,0,0,0,0,44,8,8,correct
bench_5_react_agent__small__r1__1788169881,prompt-really-fixed,bench_5_react_agent,small,claude-sonnet-5,1,completed,0,3,51630,8926,0.19252,72.63,5818,0,0,57,70.5,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,38,38,49,38,11,0,0,0,0,0,0,0,0,0,0,36,8,8,correct
bench_7_react_optimized__small__r2__1788169953,prompt-really-fixed,bench_7_react_optimized,small,claude-sonnet-5,2,completed,0,2,9399,6362,0.082418,51.21,8715,0,0,101,94.6,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,38,38,64,38,26,0,0,0,0,0,0,0,0,0,0,44,8,8,correct
bench_5_react_agent__small__r2__1788170005,prompt-really-fixed,bench_5_react_agent,small,claude-sonnet-5,2,completed,0,3,59805,15163,0.27124,118.74,8318,0,0,99,95.1,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.016,1.0,38,38,64,38,25,1,0,0,0,0,0,0,0,0,0,45,8,8,correct
bench_5_react_agent__small__r1__1788170858,final-sonnet5,bench_5_react_agent,small,claude-sonnet-5,1,completed,0,3,47539,3944,0.134518,39.89,3721,0,0,30,50.6,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,38,38,38,38,0,0,0,0,0,0,0,0,0,0,0,26,8,8,correct
bench_7_react_optimized__small__r1__1788170898,final-sonnet5,bench_7_react_optimized,small,claude-sonnet-5,1,completed,0,2,9399,6379,0.082588,51.97,8716,0,0,101,94.6,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.016,1.0,38,38,64,38,25,1,0,0,0,0,0,0,0,0,0,44,8,8,correct
bench_5_react_agent__medium__r1__1788170950,final-sonnet5,bench_5_react_agent,medium,claude-sonnet-5,1,completed,0,2,91622,12442,0.307664,113.52,11491,1,29,38,93.4,1,1,1,0.0,0,0.967,1.0,1.0,1.0,0.0,1.0,68,68,91,68,23,0,28,29,29,0,0,0,0,1,0,38,10,10,correct
bench_7_react_optimized__medium__r1__1788171063,final-sonnet5,bench_7_react_optimized,medium,claude-sonnet-5,1,completed,0,2,7468,4540,0.060336,41.91,11479,2,28,38,93.2,1,1,1,0.0,0,0.933,1.0,1.0,1.0,0.0,1.0,68,68,91,68,23,0,28,28,28,0,0,0,0,2,0,38,10,10,degraded
bench_5_react_agent__large__r1__1788171105,final-sonnet5,bench_5_react_agent,large,claude-sonnet-5,1,completed,0,4,1055106,35629,2.466502,316.15,37162,0,4,332,74.3,1,1,1,0.0,0,1.0,1.0,1.0,0.971,0.008,1.0,172,167,495,169,322,4,0,4,0,0,0,3,1,0,0,332,19,19,correct
bench_7_react_optimized__large__r1__1788171421,final-sonnet5,bench_7_react_optimized,large,claude-sonnet-5,1,completed,0,2,56955,29528,0.40919,224.69,39614,0,4,331,79.7,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.016,1.0,172,172,504,173,323,8,0,4,0,0,0,3,1,0,0,328,19,19,correct
bench_7_react_optimized__small__r1__1788171729,b7-sonnet46,bench_7_react_optimized,small,claude-sonnet-4-6,1,completed,0,2,7434,2916,0.066042,57.01,4608,0,0,48,69.3,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,38,38,49,38,11,0,0,0,0,0,0,0,0,0,0,36,8,8,correct
bench_7_react_optimized__medium__r1__1788171786,b7-sonnet46,bench_7_react_optimized,medium,claude-sonnet-4-6,1,completed,0,2,5910,3256,0.06657,85.06,11482,2,28,38,93.3,1,1,1,0.0,0,0.933,1.0,1.0,1.0,0.0,1.0,68,68,91,68,23,0,28,28,28,0,0,0,0,2,0,38,10,10,degraded
bench_7_react_optimized__large__r1__1788171871,b7-sonnet46,bench_7_react_optimized,large,claude-sonnet-4-6,1,completed,0,2,40856,15997,0.362523,327.02,40167,2,2,335,80.9,1,1,1,0.0,0,1.0,1.0,1.0,0.983,0.016,1.0,172,169,510,170,332,8,0,2,0,0,0,2,0,0,1,336,19,19,correct
bench_8_react_with_tools_in_parent__large__r1__1788572020,bench89-claude-haiku-4-5-20251001,bench_8_react_with_tools_in_parent,large,claude-haiku-4-5-20251001,1,completed,0,2,40897,22307,0.152432,236.19,43152,4,0,342,80.4,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.006,1.0,172,172,503,173,327,3,0,0,0,0,0,0,0,0,3,333,19,19,correct
bench_8_react_with_tools_in_parent__large__r1__1788573268,bench89-claude-sonnet-5,bench_8_react_with_tools_in_parent,large,claude-sonnet-5,1,completed,0,2,56968,22113,0.335066,165.93,40650,0,8,336,81.9,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.013,1.0,172,172,532,173,352,7,0,4,0,0,0,3,1,0,0,330,19,19,correct
bench_8_react_with_tools_in_parent__large__r1__1788606833,bench89-claude-sonnet-4-6,bench_8_react_with_tools_in_parent,large,claude-sonnet-4-6,1,completed,0,2,40866,16450,0.369348,326.97,41203,2,4,337,82.2,1,1,1,0.0,0,1.0,1.0,1.0,0.983,0.008,1.0,172,169,517,170,343,4,0,2,0,0,0,2,0,0,1,337,19,19,correct
bench_8_react_with_tools_in_parent__medium__r1__1788571895,bench89-claude-haiku-4-5-20251001,bench_8_react_with_tools_in_parent,medium,claude-haiku-4-5-20251001,1,completed,0,2,5954,3023,0.021069,44.42,11106,10,40,38,91.4,1,1,1,0.0,0,0.667,1.0,1.0,1.0,0.0,1.0,68,68,87,68,19,0,28,20,20,0,0,0,0,10,0,38,10,10,silent
bench_8_react_with_tools_in_parent__medium__r1__1788573068,bench89-claude-sonnet-5,bench_8_react_with_tools_in_parent,medium,claude-sonnet-5,1,completed,0,2,7489,4844,0.063418,42.41,11607,2,56,38,96.5,1,1,1,0.0,0,0.933,1.0,1.0,1.0,0.0,1.0,68,68,91,68,23,0,28,28,28,0,0,0,0,2,0,38,10,10,degraded
bench_8_react_with_tools_in_parent__medium__r1__1788606666,bench89-claude-sonnet-4-6,bench_8_react_with_tools_in_parent,medium,claude-sonnet-4-6,1,completed,0,2,5928,3551,0.071049,87.02,11674,3,56,39,97.1,1,1,1,0.0,0,0.903,1.0,1.0,1.0,0.0,1.0,68,68,91,68,23,0,28,28,28,0,0,0,0,3,0,39,10,10,degraded
bench_8_react_with_tools_in_parent__small__r1__1788571775,bench89-claude-haiku-4-5-20251001,bench_8_react_with_tools_in_parent,small,claude-haiku-4-5-20251001,1,completed,0,2,7456,4747,0.031191,57.49,8554,0,0,99,94.1,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,38,38,63,38,25,0,0,0,0,0,0,0,0,0,0,44,8,8,correct
bench_8_react_with_tools_in_parent__small__r1__1788572895,bench89-claude-sonnet-5,bench_8_react_with_tools_in_parent,small,claude-sonnet-5,1,completed,0,2,9412,6274,0.081564,50.86,8614,0,0,101,94.0,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.016,1.0,38,38,63,38,24,1,0,0,0,0,0,0,0,0,0,44,8,8,correct
bench_8_react_with_tools_in_parent__small__r1__1788606552,bench89-claude-sonnet-4-6,bench_8_react_with_tools_in_parent,small,claude-sonnet-4-6,1,completed,0,2,7444,2916,0.066072,53.50,4608,0,0,48,69.3,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,38,38,49,38,11,0,0,0,0,0,0,0,0,0,0,36,8,8,correct
bench_9_reflexion_with_tools_in_parent__large__r1__1788572256,bench89-claude-haiku-4-5-20251001,bench_9_reflexion_with_tools_in_parent,large,claude-haiku-4-5-20251001,1,completed,0,7,212845,56804,0.496865,637.01,37707,0,8,327,75.5,1,1,1,0.0,0,1.0,1.0,1.0,0.977,0.004,1.0,172,168,498,171,325,2,0,4,0,0,0,3,1,0,0,326,19,19,correct
bench_9_reflexion_with_tools_in_parent__large__r1__1788573434,bench89-claude-sonnet-5,bench_9_reflexion_with_tools_in_parent,large,claude-sonnet-5,1,completed,0,7,265477,75130,1.282254,641.85,37951,0,8,333,76.5,1,1,1,0.0,0,1.0,1.0,1.0,0.977,0.008,1.0,172,168,495,169,322,4,0,4,0,0,0,3,1,0,0,332,19,19,correct
bench_9_reflexion_with_tools_in_parent__large__r1__1788607160,bench89-claude-sonnet-4-6,bench_9_reflexion_with_tools_in_parent,large,claude-sonnet-4-6,1,completed,0,7,199271,40508,1.205433,863.72,42957,1,6,346,79.9,1,1,1,0.0,0,1.0,1.0,1.0,0.983,0.008,1.0,172,169,506,170,332,4,0,3,0,0,0,2,1,0,1,335,19,19,correct
bench_9_reflexion_with_tools_in_parent__medium__r1__1788571939,bench89-claude-haiku-4-5-20251001,bench_9_reflexion_with_tools_in_parent,medium,claude-haiku-4-5-20251001,1,failed,0,6,29511,5855,0.058786,80.76,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,loud
bench_9_reflexion_with_tools_in_parent__medium__r1__1788573110,bench89-claude-sonnet-5,bench_9_reflexion_with_tools_in_parent,medium,claude-sonnet-5,1,completed,0,7,47703,17216,0.267566,157.21,11937,0,70,43,96.8,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,68,68,91,68,23,0,28,35,30,0,0,0,0,0,0,38,10,10,correct
bench_9_reflexion_with_tools_in_parent__medium__r1__1788606753,bench89-claude-sonnet-4-6,bench_9_reflexion_with_tools_in_parent,medium,claude-sonnet-4-6,1,completed,0,3,9027,3524,0.079941,79.85,11354,3,56,39,94.5,1,1,1,0.0,0,0.903,1.0,1.0,1.0,0.0,1.0,68,68,88,68,20,0,28,28,28,0,0,0,0,3,0,39,10,10,degraded
bench_9_reflexion_with_tools_in_parent__small__r1__1788571833,bench89-claude-haiku-4-5-20251001,bench_9_reflexion_with_tools_in_parent,small,claude-haiku-4-5-20251001,1,failed,0,4,19275,5015,0.04435,61.97,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,loud
bench_9_reflexion_with_tools_in_parent__small__r1__1788572945,bench89-claude-sonnet-5,bench_9_reflexion_with_tools_in_parent,small,claude-sonnet-5,1,completed,0,5,28742,13501,0.192494,122.56,8660,0,0,100,94.4,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,38,38,64,38,26,0,0,0,0,0,0,0,0,0,0,44,8,8,correct
bench_9_reflexion_with_tools_in_parent__small__r1__1788606605,bench89-claude-sonnet-4-6,bench_9_reflexion_with_tools_in_parent,small,claude-sonnet-4-6,1,failed,0,4,16797,3002,0.095421,60.88,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,loud
bench_9_reflexion_with_tools_in_parent__small__r1__1788611993,b9fix-claude-sonnet-4-6,bench_9_reflexion_with_tools_in_parent,small,claude-sonnet-4-6,1,completed,0,9,78856,7271,0.345633,169.7147,4608,0,0,49,69.3,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,38,38,49,38,11,0,0,0,0,0,0,0,0,0,0,36,8,8,correct
bench_9_reflexion_with_tools_in_parent__small__r1__1788612167,b9fix-claude-haiku-4-5-20251001,bench_9_reflexion_with_tools_in_parent,small,claude-haiku-4-5-20251001,1,paused,0,10,133947,21756,0.242727,280.5336,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,loud
bench_9_reflexion_with_tools_in_parent__medium__r1__1788612447,b9fix-claude-haiku-4-5-20251001,bench_9_reflexion_with_tools_in_parent,medium,claude-haiku-4-5-20251001,1,completed,0,9,195056,13394,0.262026,221.1132,11151,0,58,37,93.0,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,68,68,88,68,20,0,28,29,29,0,0,0,0,0,0,37,10,10,correct
bench_9_reflexion_with_tools_in_parent__small__r1__1788613357,b9fix2-claude-haiku-4-5-20251001,bench_9_reflexion_with_tools_in_parent,small,claude-haiku-4-5-20251001,1,completed,0,9,125817,20896,0.230297,281.4663,8500,0,0,106,94.9,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.031,1.0,38,38,65,38,25,2,0,0,0,0,0,0,0,0,0,45,8,8,correct
bench_5_react_agent__small__r1__1788621924,b5rerun-claude-sonnet-5,bench_5_react_agent,small,claude-sonnet-5,1,completed,0,2,22577,1574,0.060894,20.2038,3600,0,0,26,50.6,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,38,38,38,38,0,0,0,0,0,0,0,0,0,0,0,26,8,8,correct
bench_5_react_agent__large__r1__1788622695,b5rerun-large-claude-sonnet-5,bench_5_react_agent,large,claude-sonnet-5,1,completed,0,4,1029165,18625,2.24458,186.9651,22283,0,1,160,44.5,1,1,1,0.0,0,1.0,1.0,1.0,0.965,0.0,1.0,172,166,201,168,33,0,0,1,0,0,0,0,1,0,0,164,19,19,correct
bench_8_react_with_tools_in_parent__large__r1__1788623258,bench89-opus5-large,bench_8_react_with_tools_in_parent,large,claude-opus-5,1,completed,0,2,56843,39290,1.266465,343.0763,56594,1,6,388,89.7,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.007,1.0,172,172,539,173,362,4,0,3,0,0,0,3,0,0,0,335,19,19,correct
bench_9_reflexion_with_tools_in_parent__large__r1__1788623601,bench89-opus5-large,bench_9_reflexion_with_tools_in_parent,large,claude-opus-5,1,completed,0,3,82107,42095,1.46291,379.7062,56641,1,6,388,89.8,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.007,1.0,172,172,538,173,361,4,0,3,0,0,0,3,0,0,0,335,19,19,correct
bench_8_react_with_tools_in_parent__small__r1__1788625045,bench89-opus5-sm,bench_8_react_with_tools_in_parent,small,claude-opus-5,1,completed,0,2,9288,6250,0.20269,61.2189,8731,0,0,100,94.3,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,38,38,64,38,26,0,0,0,0,0,0,0,0,0,0,44,8,8,correct
bench_9_reflexion_with_tools_in_parent__small__r1__1788625106,bench89-opus5-sm,bench_9_reflexion_with_tools_in_parent,small,claude-opus-5,1,completed,0,3,12859,7390,0.249045,77.2094,8675,0,0,99,94.3,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.016,1.0,38,38,64,38,25,1,0,0,0,0,0,0,0,0,0,44,8,8,correct
bench_8_react_with_tools_in_parent__medium__r1__1788625183,bench89-opus5-sm,bench_8_react_with_tools_in_parent,medium,claude-opus-5,1,paused,0,1,816,151,0.007855,6.3785,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,loud
bench_9_reflexion_with_tools_in_parent__medium__r1__1788625189,bench89-opus5-sm,bench_9_reflexion_with_tools_in_parent,medium,claude-opus-5,1,completed,0,5,208037,11674,1.332035,142.027,11721,0,62,39,98.0,1,1,1,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,68,68,93,68,25,0,28,31,31,0,0,0,0,0,0,39,10,10,correct
bench_8_react_with_tools_in_parent__medium__r1__1788625440,bench89-opus5-medium-retry,bench_8_react_with_tools_in_parent,medium,claude-opus-5,1,paused,0,1,816,151,0.007855,5.5808,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,loud
bench_8_react_with_tools_in_parent__medium__r1__1788625697,bench89-opus5-medium-retry2,bench_8_react_with_tools_in_parent,medium,claude-opus-5,1,paused,0,1,816,152,0.00788,6.9832,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,loud
bench_8_react_with_tools_in_parent__medium__r1__1788626572,bench89-opus5-medium-nogate,bench_8_react_with_tools_in_parent,medium,claude-opus-5,1,completed,0,2,97768,4875,0.610715,57.8361,11698,3,56,39,97.2,1,1,1,0.0,0,0.903,1.0,1.0,1.0,0.0,1.0,68,68,91,68,23,0,28,28,28,0,0,0,0,3,0,39,10,10,degraded
